"V1","V2","V3"
"Anaktuvuk Pass","2008","General"
"Atqasuk","2008","General"
"Barrow","2008","General"
"Browerville","2008","General"
"Buckland","2008","General"
"Deering","2008","General"
"Kaktovik","2008","General"
"Kiana","2008","General"
"Kivalina","2008","General"
"Kobuk","2008","General"
"Kotzebue","2008","General"
"Noatak","2008","General"
"Noorvik","2008","General"
"Nuiqsut","2008","General"
"Point Hope","2008","General"
"Point Lay","2008","General"
"Selawik","2008","General"
"Shishmaref","2008","General"
"Shungnak","2008","General"
"Wainwright","2008","General"
"District 1 - Absentee","2008","General"
"District 2 - Absentee","2008","General"
"District 3 - Absentee","2008","General"
"District 4 - Absentee","2008","General"
"District 5 - Absentee","2008","General"
"District 6 - Absentee","2008","General"
"District 7 - Absentee","2008","General"
"District 8 - Absentee","2008","General"
"District 9 - Absentee","2008","General"
"District 10 - Absentee","2008","General"
"District 11 - Absentee","2008","General"
"District 12 - Absentee","2008","General"
"District 13 - Absentee","2008","General"
"District 14 - Absentee","2008","General"
"District 15 - Absentee","2008","General"
"District 16 - Absentee","2008","General"
"District 17 - Absentee","2008","General"
"District 18 - Absentee","2008","General"
"District 19 - Absentee","2008","General"
"District 20 - Absentee","2008","General"
"District 21 - Absentee","2008","General"
"District 22 - Absentee","2008","General"
"District 23 - Absentee","2008","General"
"District 24 - Absentee","2008","General"
"District 25 - Absentee","2008","General"
"District 26 - Absentee","2008","General"
"District 27 - Absentee","2008","General"
"District 28 - Absentee","2008","General"
"District 29 - Absentee","2008","General"
"District 30 - Absentee","2008","General"
"District 31 - Absentee","2008","General"
"District 32 - Absentee","2008","General"
"District 33 - Absentee","2008","General"
"District 34 - Absentee","2008","General"
"District 35 - Absentee","2008","General"
"District 36 - Absentee","2008","General"
"District 37 - Absentee","2008","General"
"District 38 - Absentee","2008","General"
"District 39 - Absentee","2008","General"
"District 40 - Absentee","2008","General"
"District 1 - Question","2008","General"
"District 2 - Question","2008","General"
"District 3 - Question","2008","General"
"District 4 - Question","2008","General"
"District 5 - Question","2008","General"
"District 6 - Question","2008","General"
"District 7 - Question","2008","General"
"District 8 - Question","2008","General"
"District 9 - Question","2008","General"
"District 10 - Question","2008","General"
"District 11 - Question","2008","General"
"District 12 - Question","2008","General"
"District 13 - Question","2008","General"
"District 14 - Question","2008","General"
"District 15 - Question","2008","General"
"District 16 - Question","2008","General"
"District 17 - Question","2008","General"
"District 18 - Question","2008","General"
"District 19 - Question","2008","General"
"District 20 - Question","2008","General"
"District 21 - Question","2008","General"
"District 22 - Question","2008","General"
"District 23 - Question","2008","General"
"District 24 - Question","2008","General"
"District 25 - Question","2008","General"
"District 26 - Question","2008","General"
"District 27 - Question","2008","General"
"District 28 - Question","2008","General"
"District 29 - Question","2008","General"
"District 30 - Question","2008","General"
"District 31 - Question","2008","General"
"District 32 - Question","2008","General"
"District 33 - Question","2008","General"
"District 34 - Question","2008","General"
"District 35 - Question","2008","General"
"District 36 - Question","2008","General"
"District 37 - Question","2008","General"
"District 38 - Question","2008","General"
"District 39 - Question","2008","General"
"District 40 - Question","2008","General"
"District 1 - Early Voting","2008","General"
"District 2 - Early Voting","2008","General"
"District 3 - Early Voting","2008","General"
"District 4 - Early Voting","2008","General"
"District 5 - Early Voting","2008","General"
"District 6 - Early Voting","2008","General"
"District 7 - Early Voting","2008","General"
"District 8 - Early Voting","2008","General"
"District 9 - Early Voting","2008","General"
"District 10 - Early Voting","2008","General"
"District 11 - Early Voting","2008","General"
"District 12 - Early Voting","2008","General"
"District 13 - Early Voting","2008","General"
"District 14 - Early Voting","2008","General"
"District 15 - Early Voting","2008","General"
"District 16 - Early Voting","2008","General"
"District 17 - Early Voting","2008","General"
"District 18 - Early Voting","2008","General"
"District 19 - Early Voting","2008","General"
"District 20 - Early Voting","2008","General"
"District 21 - Early Voting","2008","General"
"District 22 - Early Voting","2008","General"
"District 23 - Early Voting","2008","General"
"District 24 - Early Voting","2008","General"
"District 25 - Early Voting","2008","General"
"District 26 - Early Voting","2008","General"
"District 27 - Early Voting","2008","General"
"District 28 - Early Voting","2008","General"
"District 29 - Early Voting","2008","General"
"District 30 - Early Voting","2008","General"
"District 31 - Early Voting","2008","General"
"District 32 - Early Voting","2008","General"
"District 33 - Early Voting","2008","General"
"District 34 - Early Voting","2008","General"
"District 35 - Early Voting","2008","General"
"District 36 - Early Voting","2008","General"
"District 37 - Early Voting","2008","General"
"District 38 - Early Voting","2008","General"
"District 39 - Early Voting","2008","General"
"District 40 - Early Voting","2008","General"
"Ketchikan No. 1","2008","Primary"
"Ketchikan No. 2","2008","Primary"
"Ketchikan No. 3","2008","Primary"
"North Tongass No. 1","2008","Primary"
"North Tongass No. 2","2008","Primary"
"Saxman","2008","Primary"
"South Tongass","2008","Primary"
"Thorne Bay","2008","Primary"
"Coffman Cove","2008","Primary"
"Sitka No. 1","2008","Primary"
"Sitka No. 2","2008","Primary"
"Halibut Point","2008","Primary"
"Sawmill Creek","2008","Primary"
"Petersburg/Kupreanof","2008","Primary"
"Wrangell","2008","Primary"
"Pelican/Elfin Cove","2008","Primary"
"Port Alexander","2008","Primary"
"Douglas","2008","Primary"
"Juneau No. 1","2008","Primary"
"Juneau No. 2","2008","Primary"
"Juneau No. 3","2008","Primary"
"Juneau No. 4","2008","Primary"
"Juneau Airport Area","2008","Primary"
"Lemon Creek","2008","Primary"
"North Douglas","2008","Primary"
"Salmon Creek","2008","Primary"
"Switzer Creek","2008","Primary"
"Mendenhall Valley No. 1","2008","Primary"
"Mendenhall Valley No. 2","2008","Primary"
"Mendenhall Valley No. 3","2008","Primary"
"Mendenhall Valley No. 4","2008","Primary"
"Auke Bay/Fritz Cove","2008","Primary"
"Lynn Canal","2008","Primary"
"Angoon","2008","Primary"
"Cordova","2008","Primary"
"Craig","2008","Primary"
"Gustavus","2008","Primary"
"Haines No. 1","2008","Primary"
"Haines Highway","2008","Primary"
"Hoonah","2008","Primary"
"Hydaburg","2008","Primary"
"Kake","2008","Primary"
"Kasaan","2008","Primary"
"Klawock","2008","Primary"
"Klukwan","2008","Primary"
"Metlakatla","2008","Primary"
"Skagway","2008","Primary"
"Tatitlek","2008","Primary"
"Tenakee","2008","Primary"
"Yakutat","2008","Primary"
"Allakaket","2008","Primary"
"Aniak","2008","Primary"
"Anvik","2008","Primary"
"Arctic Village","2008","Primary"
"Beaver","2008","Primary"
"Bettles","2008","Primary"
"Central","2008","Primary"
"Chistochina","2008","Primary"
"Chuathbaluk","2008","Primary"
"Circle","2008","Primary"
"Copper Center","2008","Primary"
"Crooked Creek","2008","Primary"
"Deltana","2008","Primary"
"Dot Lake","2008","Primary"
"Eagle","2008","Primary"
"Fort Yukon","2008","Primary"
"Gakona","2008","Primary"
"Galena","2008","Primary"
"Grayling","2008","Primary"
"Holy Cross","2008","Primary"
"Hughes","2008","Primary"
"Huslia","2008","Primary"
"Kaltag","2008","Primary"
"Kenny Lake","2008","Primary"
"Koyukuk","2008","Primary"
"Manley Hot Springs","2008","Primary"
"Marshall","2008","Primary"
"McGrath","2008","Primary"
"Mentasta","2008","Primary"
"Minto","2008","Primary"
"Nenana","2008","Primary"
"Nikolai","2008","Primary"
"Northway","2008","Primary"
"Nulato","2008","Primary"
"Ruby","2008","Primary"
"Russian Mission","2008","Primary"
"Shageluk","2008","Primary"
"Sleetmute","2008","Primary"
"Stevens Village","2008","Primary"
"Takotna","2008","Primary"
"Tanacross","2008","Primary"
"Tanana","2008","Primary"
"Tetlin","2008","Primary"
"Tok","2008","Primary"
"Tyonek","2008","Primary"
"Venetie","2008","Primary"
"Chatanika","2008","Primary"
"Farmers Loop","2008","Primary"
"Fox","2008","Primary"
"Goldstream No. 1","2008","Primary"
"Shanly","2008","Primary"
"Steele Creek/Gilmore","2008","Primary"
"Steese East","2008","Primary"
"Steese West","2008","Primary"
"Two Rivers","2008","Primary"
"Anderson","2008","Primary"
"Cantwell","2008","Primary"
"Chena","2008","Primary"
"Clear","2008","Primary"
"Denali Park","2008","Primary"
"Ester","2008","Primary"
"Geist","2008","Primary"
"Goldstream No. 2","2008","Primary"
"Healy","2008","Primary"
"Pike","2008","Primary"
"University Campus","2008","Primary"
"University Hills","2008","Primary"
"University West","2008","Primary"
"Airport","2008","Primary"
"Aurora","2008","Primary"
"Fairbanks No. 1","2008","Primary"
"Fairbanks No. 3","2008","Primary"
"Fairbanks No. 4","2008","Primary"
"Fairbanks No. 5","2008","Primary"
"Fairbanks No. 6","2008","Primary"
"Fairbanks No. 7","2008","Primary"
"Fairbanks No. 10","2008","Primary"
"Fairbanks No. 2","2008","Primary"
"Fairbanks No. 8","2008","Primary"
"Fairbanks No. 9","2008","Primary"
"Fort Wainwright","2008","Primary"
"Lakeview","2008","Primary"
"Badger No. 1","2008","Primary"
"Badger No. 2","2008","Primary"
"Chena Lakes","2008","Primary"
"Moose Creek","2008","Primary"
"Newby","2008","Primary"
"North Pole","2008","Primary"
"Plack","2008","Primary"
"Richardson","2008","Primary"
"Big Delta","2008","Primary"
"Delta Junction","2008","Primary"
"Eielson","2008","Primary"
"Farm Loop","2008","Primary"
"Glennallen","2008","Primary"
"Salcha","2008","Primary"
"Sheep Mountain","2008","Primary"
"Sutton","2008","Primary"
"Valdez No. 1","2008","Primary"
"Valdez No. 2","2008","Primary"
"Valdez No. 3","2008","Primary"
"Fishhook","2008","Primary"
"Greater Palmer","2008","Primary"
"Lakes","2008","Primary"
"Mat-Su Campus","2008","Primary"
NA,"2008","Primary"
"Palmer Fishhook","2008","Primary"
"Pioneer Peak","2008","Primary"
"Trunk","2008","Primary"
"Walby Lake","2008","Primary"
"Kings Lake","2008","Primary"
"Knik","2008","Primary"
"Schrock","2008","Primary"
"Seward Meridian","2008","Primary"
"Wasilla Lake","2008","Primary"
"Wasilla No. 1","2008","Primary"
"Wasilla No. 2","2008","Primary"
"Big Lake","2008","Primary"
"Knik Goose Bay","2008","Primary"
"Meadow Lakes No. 1","2008","Primary"
"Meadow Lakes No. 2","2008","Primary"
"Susitna","2008","Primary"
"Talkeetna","2008","Primary"
"Trapper Creek","2008","Primary"
"Willow","2008","Primary"
"Butte","2008","Primary"
"Eklutna","2008","Primary"
"Fairview","2008","Primary"
"Lazy Mountain","2008","Primary"
"Peters Creek No. 1","2008","Primary"
"Peters Creek No. 2","2008","Primary"
"Snowshoe","2008","Primary"
"Springer Loop","2008","Primary"
"Chugach Park No. 3","2008","Primary"
"Dntn Eagle River No. 1","2008","Primary"
"Dntn Eagle River No. 2","2008","Primary"
"Eagle River No. 1","2008","Primary"
"Eagle River No. 2","2008","Primary"
"Meadow Creek No. 1","2008","Primary"
"Meadow Creek No. 2","2008","Primary"
"Elmendorf","2008","Primary"
"Fire Lake","2008","Primary"
"Fort Richardson","2008","Primary"
"Government Hill No. 2","2008","Primary"
"North Muldoon","2008","Primary"
"Cheney Lake","2008","Primary"
"Creekside Park","2008","Primary"
"Muldoon No. 1","2008","Primary"
"Muldoon No. 2","2008","Primary"
"Muldoon No. 3","2008","Primary"
"Muldoon No. 4","2008","Primary"
"Nunaka Valley","2008","Primary"
"Northeast Anchorage","2008","Primary"
"North Mtn View No. 1","2008","Primary"
"North Mtn View No. 2","2008","Primary"
"South Mtn View No. 1","2008","Primary"
"Wonder Park","2008","Primary"
"Baxter","2008","Primary"
"Chester Valley","2008","Primary"
"Chugach Foot Hills No. 1","2008","Primary"
"Chugach Foot Hills No. 2","2008","Primary"
"Reflection Lake","2008","Primary"
"Scenic Park","2008","Primary"
"Airport Heights No. 1","2008","Primary"
"Airport Heights No. 2","2008","Primary"
"College Gate","2008","Primary"
"East Anchorage","2008","Primary"
"Russian Jack","2008","Primary"
"South Mtn View No. 2","2008","Primary"
"University No 1","2008","Primary"
"University No 2","2008","Primary"
"Downtown Anchorage No. 1","2008","Primary"
"Downtown Anchorage No. 2","2008","Primary"
"Downtown Anchorage No. 3","2008","Primary"
"Downtown Anchorage No. 4","2008","Primary"
"Fireweed","2008","Primary"
"Government Hill No. 1","2008","Primary"
"Merrill Field","2008","Primary"
"Rogers Park","2008","Primary"
"East Dowling","2008","Primary"
"Far North Bicentennial","2008","Primary"
"Midtown No. 1","2008","Primary"
"Midtown No. 2","2008","Primary"
"Midtown No. 3","2008","Primary"
"Taku","2008","Primary"
"Tudor","2008","Primary"
"Arctic","2008","Primary"
"Conners Lake","2008","Primary"
"Northwood","2008","Primary"
"Spenard No. 1","2008","Primary"
"Spenard No. 2","2008","Primary"
"Spenard No. 3","2008","Primary"
"Westchester No. 1","2008","Primary"
"Willowcrest No. 1","2008","Primary"
"Willowcrest No. 2","2008","Primary"
"Inlet View No. 1","2008","Primary"
"Inlet View No. 2","2008","Primary"
"Lake Hood","2008","Primary"
"Lake Spenard","2008","Primary"
"Turnagain No. 1","2008","Primary"
"Turnagain No. 2","2008","Primary"
"Turnagain No. 3","2008","Primary"
"Turnagain No. 4","2008","Primary"
"Westchester No. 2","2008","Primary"
"Dimond No. 1","2008","Primary"
"Jewel Lake No 1","2008","Primary"
"Kincaid","2008","Primary"
"Sand Lake No. 1","2008","Primary"
"Sand Lake No. 2","2008","Primary"
"Sand Lake No. 3","2008","Primary"
"Bayshore","2008","Primary"
"Campbell Lake","2008","Primary"
"Jewel Lake No. 2","2008","Primary"
"Klatt No. 1","2008","Primary"
"Oceanview No. 1","2008","Primary"
"Southport","2008","Primary"
"Campbell Creek No. 1","2008","Primary"
"Campbell Creek No. 2","2008","Primary"
"Campbell Creek No. 3","2008","Primary"
"Dimond No. 2","2008","Primary"
"Dimond No. 3","2008","Primary"
"Independence Park No. 1","2008","Primary"
"Independence Park No. 2","2008","Primary"
"Abbott Loop No. 1","2008","Primary"
"Abbott Loop No. 2","2008","Primary"
"Abbott Loop No. 3","2008","Primary"
"Abbott Loop No. 4","2008","Primary"
"Laurel/Dowling","2008","Primary"
"Lore No. 1","2008","Primary"
"Lore No. 2","2008","Primary"
"Huffman No. 1","2008","Primary"
"Huffman No. 2","2008","Primary"
"Huffman No. 3","2008","Primary"
"Huffman No. 4","2008","Primary"
"Huffman No. 5","2008","Primary"
"Huffman No. 6","2008","Primary"
"Huffman No. 7","2008","Primary"
"Huffman No. 8","2008","Primary"
"Bear Valley","2008","Primary"
"Centennial Park","2008","Primary"
"Chugach Park No. 1","2008","Primary"
"Chugach Park No. 2","2008","Primary"
"Girdwood","2008","Primary"
"Golden View","2008","Primary"
"Hiland","2008","Primary"
"Hope","2008","Primary"
"Indian","2008","Primary"
"Rabbit Creek","2008","Primary"
"Stuckagain Heights","2008","Primary"
"Whittier","2008","Primary"
"Kenai No. 1","2008","Primary"
"Kenai No. 2","2008","Primary"
"Kenai No. 3","2008","Primary"
"K-Beach","2008","Primary"
"Soldotna","2008","Primary"
"Funny River","2008","Primary"
"Kasilof","2008","Primary"
"Mackey Lake","2008","Primary"
"Nikiski","2008","Primary"
"Ninilchik","2008","Primary"
"Salamatoff","2008","Primary"
"Sterling","2008","Primary"
"Homer No. 1","2008","Primary"
"Homer No. 2","2008","Primary"
"Anchor Point","2008","Primary"
"Bear Creek","2008","Primary"
"Cooper Landing","2008","Primary"
"Diamond Ridge","2008","Primary"
"Kachemak Bay","2008","Primary"
"Kachemak City/Fritz Creek","2008","Primary"
"Moose Pass","2008","Primary"
"Seldovia","2008","Primary"
"Seward","2008","Primary"
"Chiniak","2008","Primary"
"Flats","2008","Primary"
"Kodiak Island South","2008","Primary"
"Kodiak No. 1","2008","Primary"
"Kodiak No. 2","2008","Primary"
"Mission Road","2008","Primary"
"Old Harbor","2008","Primary"
"Ouzinkie","2008","Primary"
"Port Lions","2008","Primary"
"Iliamna/Newhalen","2008","Primary"
"Kokhanok/Igiugig","2008","Primary"
"Levelock","2008","Primary"
"Nondalton","2008","Primary"
"Pedro Bay","2008","Primary"
"Akutan","2008","Primary"
"Aleknagik","2008","Primary"
"Aleutians No. 1","2008","Primary"
"Aleutians No. 2","2008","Primary"
"Chigniks","2008","Primary"
"Clarks Point","2008","Primary"
"Cold Bay","2008","Primary"
"Dillingham","2008","Primary"
"Egegik/Pilot Point","2008","Primary"
"Ekwok","2008","Primary"
"King Cove","2008","Primary"
"King Salmon","2008","Primary"
"Koliganek","2008","Primary"
"Manokotak","2008","Primary"
"Naknek","2008","Primary"
"New Stuyahok","2008","Primary"
"Port Heiden","2008","Primary"
"Sand Point","2008","Primary"
"South Naknek","2008","Primary"
"St. George Island","2008","Primary"
"St. Paul Island","2008","Primary"
"Togiak","2008","Primary"
"Akiachak","2008","Primary"
"Akiak","2008","Primary"
"Atmautluak","2008","Primary"
"Bethel No. 1","2008","Primary"
"Bethel No. 2","2008","Primary"
"Bethel No. 3","2008","Primary"
"Chefornak","2008","Primary"
"Eek","2008","Primary"
"Goodnews Bay","2008","Primary"
"Kalskag","2008","Primary"
"Kasigluk","2008","Primary"
"Kipnuk","2008","Primary"
"Kongiganak","2008","Primary"
"Kwethluk","2008","Primary"
"Kwigillongok","2008","Primary"
"Lower Kalskag","2008","Primary"
"Mekoryuk","2008","Primary"
"Napakiak","2008","Primary"
"Napaskiak","2008","Primary"
"Newtok","2008","Primary"
"Nightmute","2008","Primary"
"Nunapitchuk","2008","Primary"
"Quinhagak","2008","Primary"
"Toksook Bay","2008","Primary"
"Tuluksak","2008","Primary"
"Tuntutuliak","2008","Primary"
"Tununak","2008","Primary"
"Alakanuk","2008","Primary"
"Brevig Mission","2008","Primary"
"Chevak","2008","Primary"
"Diomede","2008","Primary"
"Elim","2008","Primary"
"Emmonak","2008","Primary"
"Gambell","2008","Primary"
"Golovin","2008","Primary"
"Hooper Bay","2008","Primary"
"Kotlik","2008","Primary"
"Koyuk","2008","Primary"
"Mountain Village","2008","Primary"
"Nome No. 1","2008","Primary"
"Nome No. 2","2008","Primary"
"Nunam Iqua","2008","Primary"
"Pilot Station","2008","Primary"
"Pitkas Point","2008","Primary"
"Savoonga","2008","Primary"
"Scammon Bay","2008","Primary"
"Shaktoolik","2008","Primary"
"St. Mary's","2008","Primary"
"St. Michael","2008","Primary"
"Stebbins","2008","Primary"
"Teller","2008","Primary"
"Unalakleet","2008","Primary"
"Wales","2008","Primary"
"White Mountain","2008","Primary"
"Ambler","2008","Primary"
"Anaktuvuk Pass","2008","Primary"
"Atqasuk","2008","Primary"
"Barrow","2008","Primary"
"Browerville","2008","Primary"
"Buckland","2008","Primary"
"Deering","2008","Primary"
"Kaktovik","2008","Primary"
"Kiana","2008","Primary"
"Kivalina","2008","Primary"
"Kobuk","2008","Primary"
"Kotzebue","2008","Primary"
"Noatak","2008","Primary"
"Noorvik","2008","Primary"
"Nuiqsut","2008","Primary"
"Point Hope","2008","Primary"
"Point Lay","2008","Primary"
"Selawik","2008","Primary"
"Shishmaref","2008","Primary"
"Shungnak","2008","Primary"
"Wainwright","2008","Primary"
"District 1 - Absentee","2008","Primary"
"District 2 - Absentee","2008","Primary"
"District 3 - Absentee","2008","Primary"
"District 4 - Absentee","2008","Primary"
"District 5 - Absentee","2008","Primary"
"District 6 - Absentee","2008","Primary"
"District 7 - Absentee","2008","Primary"
"District 8 - Absentee","2008","Primary"
"District 9 - Absentee","2008","Primary"
"District 10 - Absentee","2008","Primary"
"District 11 - Absentee","2008","Primary"
"District 12 - Absentee","2008","Primary"
"District 13 - Absentee","2008","Primary"
"District 14 - Absentee","2008","Primary"
"District 15 - Absentee","2008","Primary"
"District 16 - Absentee","2008","Primary"
"District 17 - Absentee","2008","Primary"
"District 18 - Absentee","2008","Primary"
"District 19 - Absentee","2008","Primary"
"District 20 - Absentee","2008","Primary"
"District 21 - Absentee","2008","Primary"
"District 22 - Absentee","2008","Primary"
"District 23 - Absentee","2008","Primary"
"District 24 - Absentee","2008","Primary"
"District 25 - Absentee","2008","Primary"
"District 26 - Absentee","2008","Primary"
"District 27 - Absentee","2008","Primary"
"District 28 - Absentee","2008","Primary"
"District 29 - Absentee","2008","Primary"
"District 30 - Absentee","2008","Primary"
"District 31 - Absentee","2008","Primary"
"District 32 - Absentee","2008","Primary"
"District 33 - Absentee","2008","Primary"
"District 34 - Absentee","2008","Primary"
"District 35 - Absentee","2008","Primary"
"District 36 - Absentee","2008","Primary"
"District 37 - Absentee","2008","Primary"
"District 38 - Absentee","2008","Primary"
"District 39 - Absentee","2008","Primary"
"District 40 - Absentee","2008","Primary"
"District 1 - Question","2008","Primary"
"District 2 - Question","2008","Primary"
"District 3 - Question","2008","Primary"
"District 4 - Question","2008","Primary"
"District 5 - Question","2008","Primary"
"District 6 - Question","2008","Primary"
"District 7 - Question","2008","Primary"
"District 8 - Question","2008","Primary"
"District 9 - Question","2008","Primary"
"District 10 - Question","2008","Primary"
"District 11 - Question","2008","Primary"
"District 12 - Question","2008","Primary"
"District 13 - Question","2008","Primary"
"District 14 - Question","2008","Primary"
"District 15 - Question","2008","Primary"
"District 16 - Question","2008","Primary"
"District 17 - Question","2008","Primary"
"District 18 - Question","2008","Primary"
"District 19 - Question","2008","Primary"
"District 20 - Question","2008","Primary"
"District 21 - Question","2008","Primary"
"District 22 - Question","2008","Primary"
"District 23 - Question","2008","Primary"
"District 24 - Question","2008","Primary"
"District 25 - Question","2008","Primary"
"District 26 - Question","2008","Primary"
"District 27 - Question","2008","Primary"
"District 28 - Question","2008","Primary"
"District 29 - Question","2008","Primary"
"District 30 - Question","2008","Primary"
"District 31 - Question","2008","Primary"
"District 32 - Question","2008","Primary"
"District 33 - Question","2008","Primary"
"District 34 - Question","2008","Primary"
"District 35 - Question","2008","Primary"
"District 36 - Question","2008","Primary"
"District 37 - Question","2008","Primary"
"District 38 - Question","2008","Primary"
"District 39 - Question","2008","Primary"
"District 40 - Question","2008","Primary"
"District 1 - Early Voting","2008","Primary"
"District 2 - Early Voting","2008","Primary"
"District 3 - Early Voting","2008","Primary"
"District 4 - Early Voting","2008","Primary"
"District 5 - Early Voting","2008","Primary"
"District 6 - Early Voting","2008","Primary"
"District 7 - Early Voting","2008","Primary"
"District 8 - Early Voting","2008","Primary"
"District 9 - Early Voting","2008","Primary"
"District 10 - Early Voting","2008","Primary"
"District 11 - Early Voting","2008","Primary"
"District 12 - Early Voting","2008","Primary"
"District 13 - Early Voting","2008","Primary"
"District 14 - Early Voting","2008","Primary"
"District 15 - Early Voting","2008","Primary"
"District 16 - Early Voting","2008","Primary"
"District 17 - Early Voting","2008","Primary"
"District 18 - Early Voting","2008","Primary"
"District 19 - Early Voting","2008","Primary"
"District 20 - Early Voting","2008","Primary"
"District 21 - Early Voting","2008","Primary"
"District 22 - Early Voting","2008","Primary"
"District 23 - Early Voting","2008","Primary"
"District 24 - Early Voting","2008","Primary"
"District 25 - Early Voting","2008","Primary"
"District 26 - Early Voting","2008","Primary"
"District 27 - Early Voting","2008","Primary"
"District 28 - Early Voting","2008","Primary"
"District 29 - Early Voting","2008","Primary"
"District 30 - Early Voting","2008","Primary"
"District 31 - Early Voting","2008","Primary"
"District 32 - Early Voting","2008","Primary"
"District 33 - Early Voting","2008","Primary"
"District 34 - Early Voting ","2008","Primary"
"District 35 - Early Voting","2008","Primary"
"District 36 - Early Voting","2008","Primary"
"District 37 - Early Voting","2008","Primary"
"District 38 - Early Voting","2008","Primary"
"District 39 - Early Voting","2008","Primary"
"District 40 - Early Voting","2008","Primary"
"Ketchikan No. 1","2010","General"
"Ketchikan No. 2","2010","General"
"Ketchikan No. 3","2010","General"
"North Tongass No. 1","2010","General"
"North Tongass No. 2","2010","General"
"Saxman","2010","General"
"South Tongass","2010","General"
"Thorne Bay","2010","General"
"Coffman Cove","2010","General"
"Sitka No. 1","2010","General"
"Sitka No. 2","2010","General"
"Halibut Point","2010","General"
"Sawmill Creek","2010","General"
"Petersburg/Kupreanof","2010","General"
"Wrangell","2010","General"
"Pelican/Elfin Cove","2010","General"
"Port Alexander","2010","General"
"Douglas","2010","General"
"Juneau No. 1","2010","General"
"Juneau No. 2","2010","General"
"Juneau No. 3","2010","General"
"Juneau No. 4","2010","General"
"Juneau Airport Area","2010","General"
"Lemon Creek","2010","General"
"North Douglas","2010","General"
"Salmon Creek","2010","General"
"Switzer Creek","2010","General"
"Mendenhall Valley No. 1","2010","General"
"Mendenhall Valley No. 2","2010","General"
"Mendenhall Valley No. 3","2010","General"
"Mendenhall Valley No. 4","2010","General"
"Auke Bay/Fritz Cove","2010","General"
"Lynn Canal","2010","General"
"Angoon","2010","General"
"Cordova","2010","General"
"Craig","2010","General"
"Gustavus","2010","General"
"Haines No. 1","2010","General"
"Haines Highway","2010","General"
"Hoonah","2010","General"
"Hydaburg","2010","General"
"Kake","2010","General"
"Kasaan","2010","General"
"Klawock","2010","General"
"Klukwan","2010","General"
"Metlakatla","2010","General"
"Skagway","2010","General"
"Tatitlek","2010","General"
"Tenakee","2010","General"
"Yakutat","2010","General"
"Allakaket","2010","General"
"Aniak","2010","General"
"Anvik","2010","General"
"Arctic Village","2010","General"
"Beaver","2010","General"
"Bettles","2010","General"
"Central","2010","General"
"Chistochina","2010","General"
"Chuathbaluk","2010","General"
"Circle","2010","General"
"Copper Center","2010","General"
"Crooked Creek","2010","General"
"Deltana","2010","General"
"Dot Lake","2010","General"
"Eagle","2010","General"
"Fort Yukon","2010","General"
"Gakona","2010","General"
"Galena","2010","General"
"Grayling","2010","General"
"Holy Cross","2010","General"
"Hughes","2010","General"
"Huslia","2010","General"
"Kaltag","2010","General"
"Kenny Lake","2010","General"
"Koyukuk","2010","General"
"Manley Hot Springs","2010","General"
"Marshall","2010","General"
"McGrath","2010","General"
"Mentasta","2010","General"
"Minto","2010","General"
"Nenana","2010","General"
"Nikolai","2010","General"
"Northway","2010","General"
"Nulato","2010","General"
"Ruby","2010","General"
"Russian Mission","2010","General"
"Shageluk","2010","General"
"Sleetmute","2010","General"
"Stevens Village","2010","General"
"Takotna","2010","General"
"Tanacross","2010","General"
"Tanana","2010","General"
"Tetlin","2010","General"
"Tok","2010","General"
"Tyonek","2010","General"
"Venetie","2010","General"
"Chatanika","2010","General"
"Farmers Loop","2010","General"
"Fox","2010","General"
"Goldstream No. 1","2010","General"
"Shanly","2010","General"
"Steele Creek/Gilmore","2010","General"
"Steese East","2010","General"
"Steese West","2010","General"
"Two Rivers","2010","General"
"Anderson","2010","General"
"Cantwell","2010","General"
"Chena","2010","General"
"Clear","2010","General"
"Denali Park","2010","General"
"Ester","2010","General"
"Geist","2010","General"
"Goldstream No. 2","2010","General"
"Healy","2010","General"
"Pike","2010","General"
"University Campus","2010","General"
"University Hills","2010","General"
"University West","2010","General"
"Airport","2010","General"
"Aurora","2010","General"
"Fairbanks No. 1","2010","General"
"Fairbanks No. 3","2010","General"
"Fairbanks No. 4","2010","General"
"Fairbanks No. 5","2010","General"
"Fairbanks No. 6","2010","General"
"Fairbanks No. 7","2010","General"
"Fairbanks No. 10","2010","General"
"Fairbanks No. 2","2010","General"
"Fairbanks No. 8","2010","General"
"Fairbanks No. 9","2010","General"
"Fort Wainwright","2010","General"
"Lakeview","2010","General"
"Badger No. 1","2010","General"
"Badger No. 2","2010","General"
"Chena Lakes","2010","General"
"Moose Creek","2010","General"
"Newby","2010","General"
"North Pole","2010","General"
"Plack","2010","General"
"Richardson","2010","General"
"Big Delta","2010","General"
"Delta Junction","2010","General"
"Eielson","2010","General"
"Farm Loop","2010","General"
"Glennallen","2010","General"
"Salcha","2010","General"
"Sheep Mountain","2010","General"
"Sutton","2010","General"
"Valdez No. 1","2010","General"
"Valdez No. 2","2010","General"
"Valdez No. 3","2010","General"
"Fishhook","2010","General"
"Greater Palmer","2010","General"
"Lakes","2010","General"
"Mat-Su Campus","2010","General"
NA,"2010","General"
"Palmer Fishhook","2010","General"
"Pioneer Peak","2010","General"
"Trunk","2010","General"
"Walby Lake","2010","General"
"Kings Lake","2010","General"
"Knik","2010","General"
