"V1","V2","V3"
"Bethel No. 3","2002","Primary"
"Chefornak","2002","Primary"
"Eek","2002","Primary"
"Goodnews Bay","2002","Primary"
"Kalskag","2002","Primary"
"Kasigluk","2002","Primary"
"Kipnuk","2002","Primary"
"Kongiganak","2002","Primary"
"Kwethluk","2002","Primary"
"Kwigillingok","2002","Primary"
"Lower Kalskag","2002","Primary"
"Mekoryuk","2002","Primary"
"Napakiak","2002","Primary"
"Napaskiak","2002","Primary"
"Newtok","2002","Primary"
"Nightmute","2002","Primary"
"Nunapitchuk","2002","Primary"
"Quinhagak","2002","Primary"
"Toksook Bay","2002","Primary"
"Tuluksak","2002","Primary"
"Tuntutuliak","2002","Primary"
"Tununak","2002","Primary"
"Alakanuk","2002","Primary"
"Brevig Mission","2002","Primary"
"Chevak","2002","Primary"
"Diomede","2002","Primary"
"Elim","2002","Primary"
"Emmonak","2002","Primary"
"Gambell","2002","Primary"
"Golovin","2002","Primary"
"Hooper Bay","2002","Primary"
"Kotlik","2002","Primary"
"Koyuk","2002","Primary"
"Mountain Village","2002","Primary"
"Nome No. 1","2002","Primary"
"Nome No. 2","2002","Primary"
"Nunam Iqua","2002","Primary"
"Pilot Station","2002","Primary"
"Pitkas Point","2002","Primary"
"Savoonga","2002","Primary"
"Scammon Bay","2002","Primary"
"Shaktoolik","2002","Primary"
"St. Mary's","2002","Primary"
"St. Michael","2002","Primary"
"Stebbins","2002","Primary"
"Teller","2002","Primary"
"Unalakleet","2002","Primary"
"Wales","2002","Primary"
"White Mountain","2002","Primary"
"Ambler","2002","Primary"
"Anaktuvuk Pass","2002","Primary"
"Atqasuk","2002","Primary"
"Barrow","2002","Primary"
"Browerville","2002","Primary"
"Buckland","2002","Primary"
"Deering","2002","Primary"
"Kaktovik","2002","Primary"
"Kiana","2002","Primary"
"Kivalina","2002","Primary"
"Kobuk","2002","Primary"
"Kotzebue","2002","Primary"
"Noatak","2002","Primary"
"Noorvik","2002","Primary"
"Nuiqsut","2002","Primary"
"Point Hope","2002","Primary"
"Point Lay","2002","Primary"
"Prudhoe Bay","2002","Primary"
"Selawik","2002","Primary"
"Shishmaref","2002","Primary"
"Shungnak","2002","Primary"
"Wainwright","2002","Primary"
"District 1 Absentee","2002","Primary"
"District 1 Question","2002","Primary"
"District 2 Absentee","2002","Primary"
"District 2 Question","2002","Primary"
"District 3 Absentee","2002","Primary"
"District 3 Question","2002","Primary"
"District 4 Absentee","2002","Primary"
"District 4 Question","2002","Primary"
"District 5 Absentee","2002","Primary"
"District 5 Question","2002","Primary"
"District 6 Absentee","2002","Primary"
"District 6 Question","2002","Primary"
"District 7 Absentee","2002","Primary"
"District 7 Question","2002","Primary"
"District 8 Absentee","2002","Primary"
"District 8 Question","2002","Primary"
"District 9 Absentee","2002","Primary"
"District 9 Question","2002","Primary"
"District 10 Absentee","2002","Primary"
"District 10 Question","2002","Primary"
"District 11 Absentee","2002","Primary"
"District 11 Question","2002","Primary"
"District 12 Absentee","2002","Primary"
"District 12 Question","2002","Primary"
"District 13 Absentee","2002","Primary"
"District 13 Question","2002","Primary"
"District 14 Absentee","2002","Primary"
"District 14 Question","2002","Primary"
"District 15 Absentee","2002","Primary"
"District 15 Question","2002","Primary"
"District 16 Absentee","2002","Primary"
"District 16 Question","2002","Primary"
"District 17 Absentee","2002","Primary"
"District 17 Question","2002","Primary"
"District 18 Absentee","2002","Primary"
"District 18 Question","2002","Primary"
"District 19 Absentee","2002","Primary"
"District 19 Question","2002","Primary"
"District 20 Absentee","2002","Primary"
"District 20 Question","2002","Primary"
"District 21 Absentee","2002","Primary"
"District 21 Question","2002","Primary"
"District 22 Absentee","2002","Primary"
"District 22 Question","2002","Primary"
"District 23 Absentee","2002","Primary"
"District 23 Question","2002","Primary"
"District 24 Absentee","2002","Primary"
"District 24 Question","2002","Primary"
"District 25 Absentee","2002","Primary"
"District 25 Question","2002","Primary"
"District 26 Absentee","2002","Primary"
"District 26 Question","2002","Primary"
"District 27 Absentee","2002","Primary"
"District 27 Question","2002","Primary"
"District 28 Absentee","2002","Primary"
"District 28 Question","2002","Primary"
"District 29 Absentee","2002","Primary"
"District 29 Question","2002","Primary"
"District 30 Absentee","2002","Primary"
"District 30 Question","2002","Primary"
"District 31 Absentee","2002","Primary"
"District 31 Question","2002","Primary"
"District 32 Absentee","2002","Primary"
"District 32 Question","2002","Primary"
"District 33 Absentee","2002","Primary"
"District 33 Question","2002","Primary"
"District 34 Absentee","2002","Primary"
"District 34 Question","2002","Primary"
"District 35 Absentee","2002","Primary"
"District 35 Question","2002","Primary"
"District 36 Absentee","2002","Primary"
"District 36 Question","2002","Primary"
"District 37 Absentee","2002","Primary"
"District 37 Question","2002","Primary"
"District 38 Absentee","2002","Primary"
"District 38 Question","2002","Primary"
"District 39 Absentee","2002","Primary"
"District 39 Question","2002","Primary"
"District 40 Absentee","2002","Primary"
"District 40 Question","2002","Primary"
"Ketchikan No. 1","2004","General"
"Ketchikan No. 2","2004","General"
"Ketchikan No. 3","2004","General"
"North Tongass No. 1","2004","General"
"North Tongass No. 2","2004","General"
"Saxman","2004","General"
"South Tongass","2004","General"
"Thorne Bay","2004","General"
"Coffman Cove","2004","General"
"Sitka No. 1","2004","General"
"Sitka No. 2","2004","General"
"Halibut Point","2004","General"
"Sawmill Creek","2004","General"
"Petersburg/Kupreanof","2004","General"
"Wrangell","2004","General"
"Pelican/Elfin Cove","2004","General"
"Port Alexander","2004","General"
"Douglas","2004","General"
"Juneau No. 1","2004","General"
"Juneau No. 2","2004","General"
"Juneau No. 3","2004","General"
"Juneau No. 4","2004","General"
"Juneau Airport Area","2004","General"
"Lemon Creek","2004","General"
"North Douglas","2004","General"
"Salmon Creek","2004","General"
"Switzer Creek","2004","General"
"Mendenhall Valley No. 1","2004","General"
"Mendenhall Valley No. 2","2004","General"
"Mendenhall Valley No. 3","2004","General"
"Mendenhall Valley No. 4","2004","General"
"Auke Bay/Fritz Cove","2004","General"
"Lynn Canal","2004","General"
"Angoon","2004","General"
"Cordova","2004","General"
"Craig","2004","General"
"Gustavus","2004","General"
"Haines No. 1","2004","General"
"Haines Highway","2004","General"
"Hoonah","2004","General"
"Hydaburg","2004","General"
"Kake","2004","General"
"Kasaan","2004","General"
"Klawock","2004","General"
"Klukwan","2004","General"
"Metlakatla","2004","General"
"Northern Prince of Wales","2004","General"
"Skagway","2004","General"
"Tatitlek","2004","General"
"Tenakee","2004","General"
"Yakutat","2004","General"
"Allakaket","2004","General"
"Aniak","2004","General"
"Anvik","2004","General"
"Arctic Village","2004","General"
"Beaver","2004","General"
"Bettles","2004","General"
"Central","2004","General"
"Chistochina","2004","General"
"Chuathbaluk","2004","General"
"Circle","2004","General"
"Copper Center","2004","General"
"Crooked Creek","2004","General"
"Deltana","2004","General"
"Dot Lake","2004","General"
"Eagle","2004","General"
"Fort Yukon","2004","General"
"Gakona","2004","General"
"Galena","2004","General"
"Grayling","2004","General"
"Holy Cross","2004","General"
"Hughes","2004","General"
"Huslia","2004","General"
"Kaltag","2004","General"
"Kenny Lake","2004","General"
"Koyukuk","2004","General"
"Manley Hot Springs","2004","General"
"Marshall","2004","General"
"McGrath","2004","General"
"Mentasta","2004","General"
"Minto","2004","General"
"Nenana","2004","General"
"Nikolai","2004","General"
"Northway","2004","General"
"Nulato","2004","General"
"Ruby","2004","General"
"Russian Mission","2004","General"
"Shageluk","2004","General"
"Sleetmute","2004","General"
"Stevens Village","2004","General"
"Takotna","2004","General"
"Tanacross","2004","General"
"Tanana","2004","General"
"Tetlin","2004","General"
"Tok","2004","General"
"Tyonek","2004","General"
"Venetie","2004","General"
"Chatanika","2004","General"
"Farmers Loop","2004","General"
"Fox","2004","General"
"Goldstream No. 1","2004","General"
"Shanly","2004","General"
"Steele Creek/Gilmore","2004","General"
"Steese East","2004","General"
"Steese West","2004","General"
"Two Rivers","2004","General"
"Anderson","2004","General"
"Cantwell","2004","General"
"Chena","2004","General"
"Clear","2004","General"
"Denali Park","2004","General"
"Ester","2004","General"
"Geist","2004","General"
"Goldstream No. 2","2004","General"
"Healy","2004","General"
"Pike","2004","General"
"University Campus","2004","General"
"University Hills","2004","General"
"University West","2004","General"
"Airport","2004","General"
"Aurora","2004","General"
"Fairbanks No. 1","2004","General"
"Fairbanks No. 3","2004","General"
"Fairbanks No. 4","2004","General"
"Fairbanks No. 5","2004","General"
"Fairbanks No. 6","2004","General"
"Fairbanks No. 7","2004","General"
"Fairbanks No. 10","2004","General"
"Fairbanks No. 2","2004","General"
"Fairbanks No. 8","2004","General"
"Fairbanks No. 9","2004","General"
"Fort Wainwright","2004","General"
"Lakeview","2004","General"
"Badger No. 1","2004","General"
"Badger No. 2","2004","General"
"Chena Lakes","2004","General"
"Moose Creek","2004","General"
"Newby","2004","General"
"North Pole","2004","General"
"Plack","2004","General"
"Richardson","2004","General"
"Big Delta","2004","General"
"Delta Junction","2004","General"
"Eielson","2004","General"
"Farm Loop","2004","General"
"Glennallen","2004","General"
"Salcha","2004","General"
"Sheep Mountain","2004","General"
"Sutton","2004","General"
"Valdez No. 1","2004","General"
"Valdez No. 2","2004","General"
"Valdez No. 3","2004","General"
"Fishhook","2004","General"
"Greater Palmer","2004","General"
"Lakes","2004","General"
"Mat-Su Campus","2004","General"
"Palmer","2004","General"
"Palmer Fishhook","2004","General"
"Pioneer Park","2004","General"
"Trunk","2004","General"
"Walby Lake","2004","General"
"Kings Lake","2004","General"
"Knik","2004","General"
"Schrock","2004","General"
"Seward Meridian","2004","General"
"Wasilla Lake","2004","General"
"Wasilla No. 1","2004","General"
"Wasilla No. 2","2004","General"
"Big Lake","2004","General"
"Houston","2004","General"
"Knik Goose Bay","2004","General"
"Meadow Lakes No. 1","2004","General"
"Meadow Lakes No. 2","2004","General"
"Susitna","2004","General"
"Talkeetna","2004","General"
"Trapper Creek","2004","General"
"Willow","2004","General"
"Butte","2004","General"
"Eklutna","2004","General"
"Fairview","2004","General"
"Lazy Mountain","2004","General"
"Peters Creek No. 1","2004","General"
"Peters Creek No. 2","2004","General"
"Snowshoe","2004","General"
"Springer Loop","2004","General"
"Chugach Park No. 3","2004","General"
"Dntn Eagle River No. 1","2004","General"
"Dntn Eagle River No. 2","2004","General"
"Eagle River No. 1","2004","General"
"Eagle River No. 2","2004","General"
"Meadow Creek No. 1","2004","General"
"Meadow Creek No. 2","2004","General"
"Elmendorf","2004","General"
"Fire Lake","2004","General"
"Fort Richardson","2004","General"
"Government Hill No. 2","2004","General"
"North Muldoon","2004","General"
"Cheney Lake","2004","General"
"Creekside Park","2004","General"
"Muldoon No. 1","2004","General"
"Muldoon No. 2","2004","General"
"Muldoon No. 3","2004","General"
"Muldoon No. 4","2004","General"
"Nunaka Valley","2004","General"
"Northeast Anchorage","2004","General"
"North Mtn View No. 1","2004","General"
"North Mtn View No. 2","2004","General"
"South Mtn View No. 1","2004","General"
"Wonder Park","2004","General"
"Baxter","2004","General"
"Chester Valley","2004","General"
"Chugach Foot Hills No. 1","2004","General"
"Chugach Foot Hills No. 2","2004","General"
"Reflection Lake","2004","General"
"Scenic Park","2004","General"
"Airport Heights No. 1","2004","General"
"Airport Heights No. 2","2004","General"
"College Gate","2004","General"
"East Anchorage","2004","General"
"Russian Jack","2004","General"
"South Mtn View No. 2","2004","General"
"University No 1","2004","General"
"University No 2","2004","General"
"Downtown Anchorage No. 1","2004","General"
"Downtown Anchorage No. 2","2004","General"
"Downtown Anchorage No. 3","2004","General"
"Downtown Anchorage No. 4","2004","General"
"Fireweed","2004","General"
"Government Hill No. 1","2004","General"
"Merrill Field","2004","General"
"Rogers Park","2004","General"
"East Dowling","2004","General"
"Far North Bicentennial","2004","General"
"Midtown No. 1","2004","General"
"Midtown No. 2","2004","General"
"Midtown No. 3","2004","General"
"Taku","2004","General"
"Tudor","2004","General"
"Arctic","2004","General"
"Conners Lake","2004","General"
"Northwood","2004","General"
"Spenard No. 1","2004","General"
"Spenard No. 2","2004","General"
"Spenard No. 3","2004","General"
"Westchester No. 1","2004","General"
"Willowcrest No. 1","2004","General"
"Willowcrest No. 2","2004","General"
"Inlet View No. 1","2004","General"
"Inlet View No. 2","2004","General"
"Lake Hood","2004","General"
"Lake Spenard","2004","General"
"Turnagain No. 1","2004","General"
"Turnagain No. 2","2004","General"
"Turnagain No. 3","2004","General"
"Turnagain No. 4","2004","General"
"Westchester No. 2","2004","General"
"Dimond No. 1","2004","General"
"Jewel Lake No 1","2004","General"
"Kincaid","2004","General"
"Sand Lake No. 1","2004","General"
"Sand Lake No. 2","2004","General"
"Sand Lake No. 3","2004","General"
"Bayshore","2004","General"
"Campbell Lake","2004","General"
"Jewel Lake No. 2","2004","General"
"Klatt No. 1","2004","General"
"Oceanview No. 1","2004","General"
"Southport","2004","General"
"Campbell Creek No. 1","2004","General"
"Campbell Creek No. 2","2004","General"
"Campbell Creek No. 3","2004","General"
"Dimond No. 2","2004","General"
"Dimond No. 3","2004","General"
"Independence Park No. 1","2004","General"
"Independence Park No. 2","2004","General"
"Abbott Loop No. 1","2004","General"
"Abbott Loop No. 2","2004","General"
"Abbott Loop No. 3","2004","General"
"Abbott Loop No. 4","2004","General"
"Laurel/Dowling","2004","General"
"Lore No. 1","2004","General"
"Lore No. 2","2004","General"
"Huffman No. 1","2004","General"
"Huffman No. 2","2004","General"
"Huffman No. 3","2004","General"
"Huffman No. 4","2004","General"
"Huffman No. 5","2004","General"
"Huffman No. 6","2004","General"
"Huffman No. 7","2004","General"
"Huffman No. 8","2004","General"
"Bear Valley","2004","General"
"Centennial Park","2004","General"
"Chugach Park No. 1","2004","General"
"Chugach Park No. 2","2004","General"
"Girdwood","2004","General"
"Golden View","2004","General"
"Hiland","2004","General"
"Hope","2004","General"
"Indian","2004","General"
"Rabbit Creek","2004","General"
"Stuckagain Heights","2004","General"
"Whittier","2004","General"
"Kenai No. 1","2004","General"
"Kenai No. 2","2004","General"
"Kenai No. 3","2004","General"
"K-Beach","2004","General"
"Soldotna","2004","General"
"Funny River","2004","General"
"Kasilof","2004","General"
"Mackey Lake","2004","General"
"Nikiski","2004","General"
"Ninilchik","2004","General"
"Salamatoff","2004","General"
"Sterling","2004","General"
"Homer No. 1","2004","General"
"Homer No. 2","2004","General"
"Anchor Point","2004","General"
"Bear Creek","2004","General"
"Cooper Landing","2004","General"
"Diamond Ridge","2004","General"
"Kachemak Bay","2004","General"
"Kachemak City/Fritz Creek","2004","General"
"Moose Pass","2004","General"
"Seldovia","2004","General"
"Seward","2004","General"
"Chiniak","2004","General"
"Flats","2004","General"
"Kodiak Island South","2004","General"
"Kodiak No. 1","2004","General"
"Kodiak No. 2","2004","General"
"Mission Road","2004","General"
"Old Harbor","2004","General"
"Ouzinkie","2004","General"
"Port Lions","2004","General"
"Iliamna/Newhalen","2004","General"
"Kokhanok/Igiugig","2004","General"
"Levelock","2004","General"
"Nondalton","2004","General"
"Pedro Bay","2004","General"
